3137205;683;208.46;207.59;484;11;22
3137304;60;190.99;198.81;46;0;0
3137403;186;232.04;235.04;149;1;1
3137502;234;209.73;210.89;165;4;3
3137601;742;187.38;186.45;451;9;44
3137700;251;176.13;178.37;165;3;6
3137809;245;234.07;243.49;178;3;16
3137908;68;224.12;215.64;53;1;3
3138005;69;214.17;222.36;51;0;2
3138104;121;190.18;192.96;83;0;5
3138203;1011;208.51;208.51;702;18;62
3138302;52;199.9;209.54;36;0;1
3138351;90;236.08;238.28;74;2;0
3138401;580;203.19;200.32;413;9;28
3138500;66;172.93;168.28;39;2;0
3138609;167;204.5;206.55;116;0;11
3138625;130;162.9;171.55;77;1;2
3138658;143;186.43;185.83;102;1;2
3138674;92;195.52;198.31;59;1;0
3138682;137;183.91;184.6;92;3;1
3138708;78;215.32;213.39;62;0;0
3138807;243;193.85;197.52;168;0;11
3138906;105;174.51;175.24;72;0;0
3139003;413;201.37;195.47;286;1;24
3139102;37;130.76;137.28;18;0;0
3139201;326;209.69;210.09;250;3;7
3139250;81;187.82;202.0;60;0;0
3139300;412;182.34;181.45;287;1;15
3139409;1132;189.12;193.85;748;6;46
3139508;195;182.85;180.65;130;1;6
3139607;377;217.82;216.35;285;4;16
3139706;116;223.06;228.21;96;0;4
3139805;150;221.99;220.81;119;2;4
3139904;249;201.62;211.32;181;1;3
3140001;665;199.8;201.17;446;6;46
3140100;91;188.45;187.97;68;1;1
3140159;255;145.94;154.22;139;7;9
3140209;39;210.66;209.82;28;0;2
3140308;78;242.13;244.7;68;0;1
3140407;58;233.48;246.3;47;1;1
3140506;196;199.31;200.19;137;0;7
3140530;112;221.28;220.95;90;0;5
3140555;93;181.16;186.32;67;2;1
3140605;84;214.75;209.98;70;0;1
3140704;521;210.63;211.42;368;8;29
3140803;131;199.57;203.73;92;2;7
3140852;212;159.73;155.84;132;1;7
3140902;308;181.6;181.83;206;3;10
3141009;175;227.09;231.98;135;2;4
3141108;471;208.04;204.66;339;5;22
3141207;47;213.42;212.18;35;0;1
3141306;51;228.96;232.55;41;0;2
3141405;345;191.98;193.65;250;2;11
3141504;123;205.82;211.68;95;1;4
3141603;147;166.05;166.82;90;2;5
3141702;72;211.81;210.35;56;1;1
3141801;472;212.99;217.26;371;3;6
3141900;65;220.26;210.96;48;0;2
3142007;203;171.76;168.26;144;2;3
3142106;117;206.8;208.3;85;0;1
3142205;144;193.35;194.13;92;7;9
3142254;98;179.15;172.03;66;2;1
3142304;73;208.6;212.96;55;2;2
3142403;82;209.71;212.73;62;1;1
3142502;47;177.22;176.01;29;0;2
3142601;124;232.06;233.9;100;0;2
3142700;233;201.35;198.12;171;1;9
3142809;212;202.8;188.69;145;1;9
3142908;323;197.45;197.9;229;9;9
3143005;153;236.99;242.47;120;2;3
3143104;615;219.06;220.51;479;2;12
3143153;149;185.11;186.16;108;0;5
3143203;249;213.04;211.05;190;1;8
3143302;4780;204.0;203.91;3206;100;306
3143401;295;194.65;191.99;198;5;4
3143450;135;199.87;198.08;107;0;0
3143500;108;237.59;231.7;84;0;2
3143609;51;218.83;229.26;41;1;0
3143708;62;189.28;193.67;39;1;3
3143807;81;212.67;213.27;64;0;1
3143906;1255;213.17;214.43;910;10;55
3144003;305;222.8;232.58;241;3;10
3144102;216;238.22;242.36;172;0;9
3144201;48;223.37;238.07;36;0;1
3144300;489;185.89;185.53;321;5;24
3144359;101;154.76;150.29;57;1;3
3144375;68;229.36;243.03;56;2;1
3144409;43;255.4;258.51;39;0;0
3144508;128;170.66;174.41;83;1;1
3144607;286;205.2;203.04;214;1;6
3144656;156;189.75;192.12;116;2;5
3144672;66;175.99;173.6;43;3;0
3144706;245;204.1;198.47;172;3;5
3144805;857;185.14;186.36;538;18;41
3144904;36;177.1;197.08;24;0;0
3145000;256;240.46;247.21;216;1;7
3145059;109;185.39;188.52;81;0;3
3145109;227;188.11;193.47;155;2;2
3145208;1233;228.41;229.4;991;7;41
3145307;650;202.58;200.34;492;5;16
3145356;198;176.14;175.01;139;2;4
3145372;90;192.16;198.46;62;0;3
3145406;25;235.88;237.19;22;0;0
3145455;93;187.5;186.84;69;2;2
3145505;37;243.63;251.08;32;0;1
3145604;490;222.2;220.84;397;3;16
3145703;27;225.78;233.44;19;0;1
3145802;41;178.59;183.8;26;2;0
3145851;75;218.93;206.92;60;0;0
3145877;125;174.76;171.7;76;0;3
3145901;374;226.67;230.53;269;1;24
3146008;419;220.86;223.94;333;1;10
3146107;998;190.46;194.17;686;9;26
3146206;118;202.3;199.65;86;1;3
3146255;127;208.05;213.59;99;2;3
3146305;315;188.33;185.55;218;0;5
3146404;58;226.46;241.47;44;0;0
3146503;100;193.58;196.75;72;1;0
3146552;139;196.47;196.4;106;1;1
3146602;16;179.07;194.4;10;0;1
3146701;87;184.9;185.27;60;2;3
3146750;99;167.38;158.46;63;0;1
3146909;172;204.77;206.15;122;2;5
3147006;1200;209.56;207.7;909;17;45
3147105;1279;205.68;208.55;926;5;43
3147204;273;192.33;192.11;186;4;7
3147303;260;199.89;203.78;169;6;17
3147402;264;195.19;197.49;191;4;9
3147501;38;228.39;237.97;30;2;2
3147600;188;192.42;197.06;135;0;2
3147709;99;245.03;257.64;85;0;4
3147808;27;250.64;261.0;24;0;0
3147907;1324;208.32;212.78;932;12;72
3147956;111;191.51;194.45;89;1;1
3148004;1753;222.12;227.1;1312;13;76
3148103;1188;215.5;218.26;894;4;36
3148202;64;248.12;243.84;53;1;4
3148301;124;223.39;234.63;92;0;8
3148400;94;222.9;221.87;79;1;0
3148509;130;195.78;190.47;95;1;2
3148608;249;203.71;202.42;187;1;8
3148707;411;178.24;173.23;286;4;9
3148756;134;216.71;222.84;110;2;1
3148905;48;230.68;235.41;38;1;0
3149002;44;229.9;224.72;33;0;2
3149101;155;234.49;240.23;124;1;3
3149150;195;166.4;167.61;130;3;8
